OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_310	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales			
OTU_311	Fungi	Basidiomycota	Microbotryomycetes				
OTU_312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	
OTU_313	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_314	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
OTU_315	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_316	Fungi	Ascomycota	Eurotiomycetes				
OTU_317	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_318	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Planistromellaceae	Ramimonilia	
OTU_319	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_320	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_321	Fungi	Ascomycota					
OTU_322	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	
OTU_323	Fungi	Rozellomycota	Incertae_sedis				
OTU_324	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_325	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_326	Fungi	Ascomycota	Xylonomycetes	Gs34			
OTU_327	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_328	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae		
OTU_329	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
OTU_330	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaea	
OTU_331	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
OTU_332	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_333	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_334	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	
OTU_335	Fungi	Ascomycota	Dothideomycetes				
OTU_336	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_337	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis		
OTU_338	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_339	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae		
OTU_340	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_341	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales			
OTU_342	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	
OTU_343	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_344	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_345	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	
OTU_346	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	
OTU_347	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	
OTU_348	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_349	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	
OTU_350	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_351	Fungi	Ascomycota	Archaeorhizomycetes				
OTU_352	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_353	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_354	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_355	Fungi	Ascomycota					
OTU_356	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae		
OTU_357	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Incertae_sedis	Sistotrema	
OTU_358	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
OTU_359	Fungi	Ascomycota	Dothideomycetes				
OTU_360	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_361	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	
OTU_362	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_363	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_364	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_365	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_366	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_367	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
OTU_368	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis	
OTU_369	Fungi	Basidiomycota	Microbotryomycetes				
OTU_370	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	
OTU_371	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_372	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_373	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
OTU_374	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_375	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	
OTU_376	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_377	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	
OTU_378	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
OTU_379	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_380	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	
OTU_381	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_382	Fungi	Chytridiomycota					
OTU_383	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_384	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_385	Fungi	Basidiomycota	Agaricomycetes	Russulales	Albatrellaceae	Byssoporia	
OTU_386	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_387	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_388	Fungi	Ascomycota					
OTU_389	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_390	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	
OTU_391	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cuphophyllus	
OTU_392	Fungi						
OTU_393	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_394	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
OTU_395	Fungi	Ascomycota					
OTU_396	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae		
OTU_397	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_398	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
OTU_399	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Constantinomyces	
OTU_400	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	
OTU_401							
OTU_402	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
OTU_403	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinellum	
OTU_404	Fungi	Ascomycota	Leotiomycetes				
OTU_405	Fungi						
OTU_406	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_407	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	
OTU_408	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	
OTU_409	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_410	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Placynthiella	
OTU_411	Fungi	Basidiomycota	Tremellomycetes				
OTU_412	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gyoerffyella	
OTU_413	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_414	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	
OTU_415	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae		
OTU_416	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_417	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis			
OTU_418	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_419	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Squamanita	
OTU_420	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
OTU_421	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_422	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Anungitea	
OTU_423	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_424	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
OTU_425	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
OTU_426	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Arachnopeziza	
OTU_427	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
OTU_428	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	
OTU_429	Fungi	Basidiomycota	Agaricomycetes	Russulales			
OTU_430	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	
OTU_431	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_432	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_433	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myriodontium	
OTU_434	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_435	Fungi	Ascomycota					
OTU_436	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_437	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
OTU_438	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
OTU_439	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_440	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_441	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	
OTU_442	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
OTU_443	Fungi	Ascomycota	Leotiomycetes				
OTU_444	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
OTU_445	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_446	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_447	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
OTU_449	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_450	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_451	Viridiplantae						
OTU_452	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	
OTU_453	Fungi						
OTU_454	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_455	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_456	Fungi	Ascomycota					
OTU_457	Fungi						
OTU_458	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	
OTU_459	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_460	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_461	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
OTU_462	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
OTU_463	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_464	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
OTU_465	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lichenomphalia	
OTU_466	Fungi	Ascomycota					
OTU_467	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Syzygosporaceae	Syzygospora	
OTU_468	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella	
OTU_469	Fungi						
OTU_470	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_471	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_472	Fungi	Basidiomycota	Agaricomycetes	Umbelopsidales			
OTU_473	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
OTU_474	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
OTU_475	Fungi						
OTU_476	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_477	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_478	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales			
OTU_479	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Incertae_sedis	Colacogloea	
OTU_480	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_481	Fungi	Ascomycota	Leotiomycetes				
OTU_482	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Gorgomyces	
OTU_483	Fungi	Ascomycota	Leotiomycetes				
OTU_484	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_485	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_486	Fungi	Ascomycota	Dothideomycetes	Venturiales			
OTU_487	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
OTU_488	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_489	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_490	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
OTU_491	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	
OTU_492	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
OTU_493	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_494	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Cladobotryum	
OTU_495	Fungi	Ascomycota	Gs37	Gs37			
OTU_496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae		
OTU_497	Fungi	Ascomycota					
OTU_498	Fungi	Ascomycota					
OTU_499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae		
OTU_500	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
OTU_501	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_502	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Petrakia	
OTU_503	Fungi	Ascomycota					
OTU_504	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	
OTU_505	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_506	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_507	Fungi	Ascomycota	Leotiomycetes				
OTU_508	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	
OTU_509	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_510	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_511	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_512	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
OTU_513	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_514	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_515	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Cotylidia	
OTU_516	Fungi	Ascomycota	Dothideomycetes	Venturiales			
OTU_517	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
OTU_518	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
OTU_519	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_520	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	
OTU_521	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora chaetospira
OTU_522	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_523	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
OTU_524	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
OTU_525	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	
OTU_526	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_527	Fungi	Ascomycota	Sordariomycetes				
OTU_528	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_529	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	
OTU_530	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_531	Fungi	Mucoromycota					
OTU_532	Fungi	Ascomycota	Leotiomycetes				
OTU_533	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_534	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_535	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_536	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
OTU_537	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	
OTU_538	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_539	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Mollisia	
OTU_540	Fungi	Rozellomycota	Incertae_sedis				
OTU_541	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_542	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_543	Fungi	Ascomycota					
OTU_544	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_545	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
OTU_546	Fungi	Ascomycota	Sordariomycetes	Sordariales			
OTU_547	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
OTU_548	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	
OTU_549	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	
OTU_550	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_551	Fungi						
OTU_552	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_553	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_554	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Craterellus	
OTU_555	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_556	Fungi	Basidiomycota	Agaricomycetes				
OTU_557	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Dermoloma	
OTU_559	Fungi	Basidiomycota	Agaricomycetes				
OTU_560	Fungi	Ascomycota	Dothideomycetes	Venturiales			
OTU_561	Fungi	Ascomycota	Eurotiomycetes	Eurotiales			
OTU_562	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_563	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
OTU_564	Fungi						
OTU_565	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
OTU_566	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_567	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_568	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_569	Viridiplantae	Chlorophyta	Chlamydomonas				
OTU_570	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
OTU_571	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	
OTU_572	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae		
OTU_573	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
OTU_574	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_575	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
OTU_576	Fungi	Ascomycota					
OTU_577	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_578	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	
OTU_579	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_580	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
OTU_581	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_582	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_583	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
OTU_584	Fungi	Ascomycota					
OTU_585	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_586	Fungi						
OTU_587	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	
OTU_588	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_589	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_590	Fungi	Ascomycota	Sordariomycetes				
OTU_591	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	
OTU_592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_593	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
OTU_594	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	
OTU_595	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_596	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
OTU_597	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Camarophyllopsis	
OTU_598	Fungi						
OTU_599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	
OTU_600	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
OTU_601	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Mollisia	
OTU_602	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
OTU_603	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae		
OTU_604	Fungi	Chytridiomycota					
OTU_605	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	
OTU_606	Fungi	Ascomycota	Lecanoromycetes				
OTU_607	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_608	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
OTU_609	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_610	Fungi	Basidiomycota	Agaricomycetes				
OTU_611	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	
OTU_612	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_613	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum	
OTU_614	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_615	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	
OTU_616	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_617	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_618	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
OTU_619	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	
OTU_620	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	
OTU_621	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
OTU_622	Fungi	Ascomycota	Dothideomycetes				
OTU_623	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
OTU_624	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	
OTU_625	Fungi	Basidiomycota	Agaricomycetes	Incertae_sedis	Incertae_sedis	Xenasmatella	
OTU_626	Fungi	Basidiomycota	Agaricomycetes				
OTU_627	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
OTU_628	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_629	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_630	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae		
OTU_631	Fungi	Ascomycota					
OTU_632	Viridiplantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Koliellaceae	Pseudochlorella	
OTU_633	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
OTU_634	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Parietochloris	Parietochloris sp 
OTU_635	Fungi	Ascomycota	Dothideomycetes				
OTU_636	Fungi	Ascomycota	Leotiomycetes				
OTU_637	Fungi	Ascomycota					
OTU_638	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Vanrija	
OTU_639	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	
OTU_640	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	
