OTUID,Kingdom,conf,Phylum,conf,Class,conf,Order,conf,Family,conf,Genus,conf
OTU_825,Fungi,0.74,Ascomycota,0.5032,Sordariomycetes,0.3321,Hypocreales,0.1063,Incertae_Sedis,0.0287,Sarocladium,0.0034
OTU_820,Fungi,0.92,Chytridiomycota,0.7452,Incertae_Sedis,0.6632,Chytridiomycetes,0.5372,Chytridiales,0.4351,uncultured_eukaryote,0.1958
OTU_827,Fungi,0.59,Ascomycota,0.3127,Sordariomycetes,0.1282,Sordariales,0.0141,Cephalothecaceae,0.0007,Albertiniella,0
OTU_828,Fungi,0.49,Cryptomycota,0.0343,uncultured_fungus,0.0024,,,,,d:Eukaryota,
OTU_829,Fungi,0.42,Basidiomycota,0.0882,Tremellomycetes,0.0088,Tremellales,0.0009,Tremellaceae,0.0001,Cryptococcus,0
OTU_834,Fungi,0.86,Ascomycota,0.731,Leotiomycetes,0.2778,Rhytismatales,0.0889,Rhytismataceae,0.0284,Naemacyclus,0.0091
OTU_838,Fungi,0.74,Ascomycota,0.4958,Sordariomycetes,0.2975,Xylariales,0.0506,Incertae_Sedis,0.0126,Flammispora,0.0015
OTU_833,Fungi,0.9,Ascomycota,0.774,Sordariomycetes,0.2632,Hypocreales,0.0658,Incertae_Sedis,0.0099,Geosmithia,0.0011
OTU_832,Fungi,0.97,Incertae_Sedis,0.873,Incertae_Sedis,0.8468,Mortierellales,0.7537,uncultured_Eimeriidae,0.3391,,
OTU_839,Fungi,0.38,Entomophthoromycota,0.0684,Incertae_Sedis,0.013,Entomophthorales,0.0023,Entomophthoraceae,0.0004,Entomophaga,0
OTU_842,Fungi,0.67,Ascomycota,0.3417,Leotiomycetes,0.0615,Erysiphales,0.0092,Erysiphaceae,0.0014,Erysiphe,0.0002
OTU_841,Fungi,0.96,Ascomycota,0.8928,Eurotiomycetes,0.4196,Onygenales,0.1301,Gymnoascaceae,0.0247,Leucothecium,0.002
OTU_846,Fungi,0.42,Ascomycota,0.1302,Pezizomycetes,0.0143,Pezizales,0.0016,Incertae_Sedis,0.0002,Cephaliophora,0
OTU_844,Fungi,1,Ascomycota,1,Sordariomycetes,0.95,Magnaporthales,0.893,Magnaporthaceae,0.8394,Ophioceras,0.7891
OTU_849,Fungi,0.31,Incertae_Sedis,0.0434,Incertae_Sedis,0.0065,Harpellales,0.0008,Legeriomycetaceae,0.0001,Orphella,0
OTU_848,Fungi,0.97,Chytridiomycota,0.679,Incertae_Sedis,0.4889,Chytridiomycetes,0.3422,Chytridiales,0.2327,uncultured_Chytridiales,0.0861
OTU_845,Fungi,1,Glomeromycota,1,Glomeromycetes,1,Glomerales,0.98,Claroideoglomus_lamellosum,0.098,,
OTU_852,Fungi,0.51,Ascomycota,0.1836,Saccharomycetes,0.0165,Saccharomycetales,0.0015,Metschnikowiaceae,0.0001,Metschnikowia,0
OTU_854,Fungi,0.41,Ascomycota,0.0656,Eurotiomycetes,0.0039,Chaetothyriales,0.0002,Herpotrichiellaceae,0,Exophiala,0
OTU_847,Fungi,1,Basidiomycota,0.81,Agaricomycetes,0.4698,Hymenochaetales,0.047,Rickenellaceae,0.0038,Tsugacorticium,0.0003
OTU_857,Fungi,0.53,Ascomycota,0.1643,Leotiomycetes,0.0296,Erysiphales,0.0044,Erysiphaceae,0.0007,Erysiphe,0.0001
OTU_859,Fungi,0.37,Ascomycota,0.0888,Sordariomycetes,0.0107,Hypocreales,0.0013,Stereopsis_radicans,0.0002,,
OTU_858,Fungi,0.19,Basidiomycota,0.0342,Tremellomycetes,0.0058,Tremellales,0.001,uncultured_Boletaceae,0.0001,,
OTU_866,Fungi,0.99,Ascomycota,0.9801,Leotiomycetes,0.8135,Rhytismatales,0.4962,Rhytismataceae,0.3027,Naemacyclus,0.1846
OTU_856,Fungi,0.16,Neocallimastigomycota,0.024,Neocallimastigomycetes,0.0036,Neocallimastigales,0.0005,Neocallimastigaceae,0.0001,Orpinomyces_sp._C1A,0
OTU_868,Fungi,0.5,Basidiomycota,0.095,Tremellomycetes,0.0086,Tremellales,0.0008,Tremellaceae,0,Bullera,0
OTU_869,Fungi,1,Basidiomycota,0.99,Tremellomycetes,0.2772,Tremellales,0.0748,uncultured_Boletaceae,0.012,,
OTU_874,Fungi,1,Ascomycota,1,Dothideomycetes,0.8,uncultured,0.344,Spissiomyces_aggregatus,0.0722,,
OTU_870,Fungi,0.95,Chytridiomycota,0.684,Incertae_Sedis,0.4925,Chytridiomycetes,0.3546,Chytridiales,0.1773,uncultured_Chytridiomycota,0.1223
OTU_876,Fungi,0.4,Entomophthoromycota,0.016,Incertae_Sedis,0.0019,Entomophthorales,0.0001,Entomophthoraceae,0,Zoophthora,0
OTU_875,Fungi,0.82,Chytridiomycota,0.5494,Incertae_Sedis,0.3901,Monoblepharidomycetes,0.0858,Monoblepharidales,0.0189,uncultured_Nucleariidae,0.0036
OTU_877,Fungi,0.8,Chytridiomycota,0.44,Incertae_Sedis,0.2464,Chytridiomycetes,0.1355,Chytridiales,0.0637,f:Synchytriaceae,0.021
OTU_882,Fungi,0.32,Ascomycota,0.0608,Sordariomycetes,0.0043,Hypocreales,0.0003,Stereopsis_radicans,0,,
OTU_885,Fungi,0.47,Ascomycota,0.1551,Pezizomycetes,0.0217,Pezizales,0.003,Pyronemataceae,0.0004,Psilopezia,0
OTU_881,Fungi,1,Basidiomycota,1,Atractiellomycetes,0.99,Atractiellales,0.9801,Phleogenaceae,0.9703,Phleogena,0.9606
OTU_886,Fungi,0.36,Ascomycota,0.072,Saccharomycetes,0.0115,Saccharomycetales,0.0018,Incertae_Sedis,0.0004,Candida,0
OTU_898,Fungi,0.24,Ascomycota,0.0552,Archaeorhizomycetes,0.0099,Archaeorhizomycetales,0.0018,Archaeorhizomycetaceae,0.0003,Archaeorhizomyces,0.0001
OTU_901,Fungi,1,Basidiomycota,1,Agaricomycetes,0.97,Hymenochaetales,0.582,Tubulicrinaceae,0.2735,Tubulicrinis,0.1067
OTU_903,Fungi,0.75,Chytridiomycota,0.4275,Incertae_Sedis,0.3163,Chytridiomycetes,0.1803,Chytridiales,0.1028,f:Synchytriaceae,0.0586
OTU_908,Fungi,0.73,Ascomycota,0.4234,Sordariomycetes,0.1609,Hypocreales,0.0322,fungal_endophyte,0.0048,,
OTU_911,Fungi,0.66,Ascomycota,0.4092,Sordariomycetes,0.2455,Xylariales,0.0221,Xylaria_sp._JS573,0.0018,,
OTU_915,Fungi,0.77,Ascomycota,0.5467,Sordariomycetes,0.3827,Hypocreales,0.111,Ophiocordycipitaceae,0.0089,Ophiocordyceps,0.0007
OTU_913,Fungi,0.67,Basidiomycota,0.1072,Agaricomycetes,0.0096,uncultured_Boletaceae,0.0006,,,,
OTU_917,Fungi,0.75,Ascomycota,0.5175,Sordariomycetes,0.3364,Hypocreales,0.1615,Incertae_Sedis,0.0662,Sarocladium,0.0139
OTU_909,Fungi,1,Ascomycota,1,Sordariomycetes,1,Xylariales,0.78,unidentified,0.195,,
OTU_925,Fungi,0.45,Ascomycota,0.117,Sordariomycetes,0.0059,Hypocreales,0.0003,Stereopsis_radicans,0,,
OTU_926,Fungi,0.79,Ascomycota,0.5846,Dothideomycetes,0.2455,Capnodiales,0.0786,Teratosphaeriaceae,0.0126,Parapenidiella,0.0014
OTU_927,Fungi,0.91,Basidiomycota,0.8281,Tremellomycetes,0.7453,Tremellales,0.6708,uncultured_Boletaceae,0.3555,,
OTU_932,Fungi,0.47,Ascomycota,0.1692,Saccharomycetes,0.022,Saccharomycetales,0.0029,Incertae_Sedis,0.0005,Candida,0
OTU_933,Fungi,0.48,Incertae_Sedis,0.0912,Incertae_Sedis,0.0219,Harpellales,0.0026,Zancudomyces_culisetae,0.0002,,
OTU_934,Fungi,0.43,Incertae_Sedis,0.0473,Incertae_Sedis,0.0052,Harpellales,0.0003,Zancudomyces_culisetae,0,,
OTU_938,Fungi,0.27,Ascomycota,0.027,Pezizomycetes,0.0014,Pezizales,0.0001,uncultured_Pezizaceae,0,,
OTU_936,Fungi,0.6,Ascomycota,0.162,Sordariomycetes,0.0113,Hypocreales,0.0008,Stereopsis_radicans,0.0001,,
OTU_941,Fungi,0.48,Ascomycota,0.1056,Sordariomycetes,0.0095,Hypocreales,0.0009,Stereopsis_radicans,0.0001,,
OTU_940,Fungi,0.5,Cryptomycota,0.05,uncultured_eukaryote,0.0045,,,,,d:Eukaryota,
OTU_944,Fungi,0.45,Ascomycota,0.1215,Pezizomycetes,0.0085,Pezizales,0.0006,Pezizaceae,0,Peziza,0
OTU_945,Fungi,0.36,Incertae_Sedis,0.018,Incertae_Sedis,0.0009,Harpellales,0,Legeriomycetaceae,0,Capniomyces,0
OTU_948,Fungi,0.43,Ascomycota,0.1376,Sordariomycetes,0.0083,Hypocreales,0.0005,Stereopsis_radicans,0,,
OTU_949,Fungi,0.28,Basidiomycota,0.0364,Agaricomycetes,0.0025,Auriculariales,0.0002,Incertae_Sedis,0,Pseudohydnum,0
OTU_951,Fungi,0.54,Ascomycota,0.2214,Dothideomycetes,0.0443,Capnodiales,0.0062,Mycosphaerellaceae,0.0004,Mycosphaerella,0
OTU_950,Fungi,0.9,Incertae_Sedis,0.423,Incertae_Sedis,0.203,Zoopagales,0.0853,Piptocephalidaceae,0.0188,Piptocephalis,0.0041
OTU_958,Fungi,0.88,Ascomycota,0.704,Dothideomycetes,0.2605,Incertae_Sedis,0.0417,Incertae_Sedis,0.0088,Cryomyces,0.0014
OTU_960,Fungi,0.72,Ascomycota,0.4824,Sordariomycetes,0.3087,Hypocreales,0.1266,Myrothecium_sp._BBA69174,0.0076,,
OTU_953,Fungi,0.99,LKM15,0.9405,uncultured_eukaryote,0.5549,,,,,d:Eukaryota,
OTU_961,Fungi,0.44,Basidiomycota,0.1232,Tremellomycetes,0.0111,Filobasidiales,0.0007,Filobasidiaceae,0,uncultured_Tremellomycetes,0
OTU_957,Fungi,1,Glomeromycota,0.95,Glomeromycetes,0.9025,Archaeosporales,0.8574,Archaeosporaceae,0.5744,Archaeospora,0.3849
OTU_964,Fungi,0.42,Basidiomycota,0.0546,Tremellomycetes,0.0044,Tremellales,0.0003,Tremellaceae,0,Tremella,0
OTU_966,Fungi,0.91,Ascomycota,0.8281,Sordariomycetes,0.3064,Hypocreales,0.1072,Monilinia_fructicola,0.0225,,
OTU_970,Fungi,0.39,Incertae_Sedis,0.0897,Incertae_Sedis,0.0269,Harpellales,0.0048,Zancudomyces_culisetae,0.0006,,
OTU_971,Fungi,0.62,Ascomycota,0.3596,Sordariomycetes,0.1798,Hypocreales,0.0521,Incertae_Sedis,0.0104,Sarocladium,0.0014
OTU_972,Fungi,0.38,Ascomycota,0.0494,Sordariomycetes,0.003,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_973,Fungi,0.45,Entomophthoromycota,0.0495,Incertae_Sedis,0.0144,Entomophthorales,0.0016,Entomophthoraceae,0.0002,Entomophaga,0
OTU_976,Fungi,0.39,Incertae_Sedis,0.0741,Incertae_Sedis,0.0126,Harpellales,0.002,Legeriomycetaceae,0.0002,Smittium,0
OTU_978,Fungi,0.56,Ascomycota,0.252,Sordariomycetes,0.0328,Hypocreales,0.0043,Stereopsis_radicans,0.0006,,
OTU_986,Fungi,0.56,Ascomycota,0.2856,Schizosaccharomycetes,0.02,Schizosaccharomycetales,0.0014,Schizosaccharomycetaceae,0.0001,Schizosaccharomyces,0
OTU_988,Fungi,0.69,Ascomycota,0.1794,Saccharomycetes,0.0287,Saccharomycetales,0.0046,Incertae_Sedis,0.0007,Candida,0.0001
OTU_992,Fungi,0.52,Basidiomycota,0.1092,Tremellomycetes,0.0109,Tremellales,0.001,Tremellaceae,0.0001,Dioszegia,0
OTU_994,Fungi,0.54,Basidiomycota,0.1296,Tremellomycetes,0.0259,Tremellales,0.0052,Tremellaceae,0.0006,Cryptococcus,0
OTU_998,Fungi,0.56,Incertae_Sedis,0.0616,Incertae_Sedis,0.0142,Harpellales,0.0016,Legeriomycetaceae,0.0002,Smittium,0
OTU_999,Fungi,0.63,Ascomycota,0.378,Sordariomycetes,0.2192,Sordariales,0.0504,Cephalothecaceae,0.0116,Phialemonium,0.002
OTU_996,Fungi,1,Basidiomycota,1,Atractiellomycetes,0.89,Atractiellales,0.7921,Phleogenaceae,0.705,Phleogena,0.6204
OTU_1006,Fungi,0.81,Ascomycota,0.6075,Sordariomycetes,0.4192,Microascales,0.0293,Microascaceae,0.0021,Graphium,0.0001
OTU_1007,Fungi,0.68,Ascomycota,0.408,Sordariomycetes,0.2366,Xylariales,0.0237,Xylaria_sp._JS573,0.0014,,
OTU_1008,Fungi,0.41,Incertae_Sedis,0.041,Incertae_Sedis,0.0086,Incertae_Sedis,0.0007,Basidiobolaceae,0,Schizangiella,0
OTU_1009,Fungi,0.54,Basidiomycota,0.1188,Tremellomycetes,0.019,Tremellales,0.003,Tremellaceae,0.0003,Dioszegia,0
OTU_1010,Fungi,0.7,Ascomycota,0.42,Sordariomycetes,0.2478,Hypocreales,0.0991,Incertae_Sedis,0.0268,Sarocladium,0.0024
OTU_1002,Fungi,0.89,Incertae_Sedis,0.6052,Incertae_Sedis,0.5023,Mortierellales,0.2311,uncultured_Eimeriidae,0.0601,,
OTU_1015,Fungi,0.68,Ascomycota,0.306,Pezizomycetes,0.0734,Pezizales,0.0176,Incertae_Sedis,0.0032,Cephaliophora,0.0003
OTU_1016,Fungi,0.33,Ascomycota,0.0462,Saccharomycetes,0.0028,Saccharomycetales,0.0002,wastewater_metagenome,0,,
OTU_1017,Fungi,0.58,Ascomycota,0.2088,Schizosaccharomycetes,0.0084,Schizosaccharomycetales,0.0003,Schizosaccharomycetaceae,0,Schizosaccharomyces,0
OTU_1013,Fungi,1,Basidiomycota,1,Agaricomycetes,1,Phallales,0.44,Phallaceae,0.1936,Phallus,0.0852
OTU_1020,Fungi,0.56,Basidiomycota,0.1792,Microbotryomycetes,0.0323,Sporidiobolales,0.0042,Incertae_Sedis,0.001,Rhodosporidium,0.0001
OTU_1022,Fungi,0.39,Ascomycota,0.0897,Sordariomycetes,0.0045,Hypocreales,0.0002,Stereopsis_radicans,0,,
OTU_1021,Fungi,0.6,Entomophthoromycota,0.048,Incertae_Sedis,0.013,Entomophthorales,0.001,Entomophthoraceae,0.0001,Pandora,0
OTU_1018,Fungi,0.98,Chytridiomycota,0.9506,Incertae_Sedis,0.9316,Chytridiomycetes,0.9036,Chytridiales,0.8313,uncultured_Chytridiales,0.3492
OTU_1024,Fungi,0.68,Ascomycota,0.408,Dothideomycetes,0.1673,Capnodiales,0.0602,Teratosphaeriaceae,0.009,Parapenidiella,0.0009
OTU_1025,Fungi,0.36,Basidiomycota,0.0612,Microbotryomycetes,0.0067,s:Sporidiobolus_salmonicolor,0.0004,,,,
OTU_1027,Fungi,0.35,Incertae_Sedis,0.028,Incertae_Sedis,0.0022,Harpellales,0.0002,Legeriomycetaceae,0,Capniomyces,0
OTU_1028,Fungi,0.75,Basidiomycota,0.2325,Agaricomycetes,0.0395,Polyporales,0.0028,Incertae_Sedis,0.0003,Taiwanofungus,0
OTU_1031,Fungi,0.48,Ascomycota,0.096,Sordariomycetes,0.0096,Hypocreales,0.001,Stereopsis_radicans,0.0001,,
OTU_1039,Fungi,0.48,Ascomycota,0.1248,Sordariomycetes,0.01,Hypocreales,0.0008,Stereopsis_radicans,0.0001,,
OTU_1038,Fungi,0.57,Neocallimastigomycota,0.0342,Neocallimastigomycetes,0.0021,Neocallimastigales,0.0001,Neocallimastigaceae,0,Orpinomyces_sp._C1A,0
OTU_1045,Fungi,0.33,Incertae_Sedis,0.0462,Incertae_Sedis,0.006,Harpellales,0.0007,Legeriomycetaceae,0.0001,Smittium,0
OTU_1043,Fungi,0.53,Basidiomycota,0.0636,Pucciniomycetes,0.0057,Platygloeales,0.0005,Platygloeaceae,0,Platygloea,0
OTU_1046,Fungi,0.68,Basidiomycota,0.1632,Tremellomycetes,0.0261,Tremellales,0.0042,Tremellaceae,0.0004,Cryptococcus,0
OTU_1047,Fungi,0.41,Incertae_Sedis,0.0205,Incertae_Sedis,0.0018,Harpellales,0.0001,Legeriomycetaceae,0,Smittium,0
OTU_1048,Fungi,0.55,Basidiomycota,0.088,Pucciniomycetes,0.0053,Pucciniales,0.0003,Cronartium_ribicola,0,,
OTU_1044,Fungi,0.92,Ascomycota,0.5244,Schizosaccharomycetes,0.0629,Schizosaccharomycetales,0.0076,Schizosaccharomycetaceae,0.0009,Schizosaccharomyces,0.0001
OTU_1051,Fungi,0.47,Ascomycota,0.1692,Sordariomycetes,0.0152,Hypocreales,0.0014,Stereopsis_radicans,0.0001,,
OTU_1055,Fungi,0.31,Chytridiomycota,0.0279,Incertae_Sedis,0.0053,Chytridiomycetes,0.0005,Rhizophydiales,0,f:Incertae_Sedis,0
OTU_1057,Fungi,0.63,Ascomycota,0.3024,Sordariomycetes,0.0907,Hypocreales,0.0272,Stereopsis_radicans,0.0082,,
OTU_1059,Fungi,0.72,Ascomycota,0.4464,Sordariomycetes,0.2544,Hypocreales,0.0992,Ophiocordycipitaceae,0.0099,Hirsutella,0.0007
OTU_1058,Fungi,0.62,Ascomycota,0.2542,Incertae_Sedis,0.0458,Incertae_Sedis,0.0078,Incertae_Sedis,0.0016,Ochroconis,0.0002
OTU_1060,Fungi,0.43,Incertae_Sedis,0.0215,Incertae_Sedis,0.0022,Harpellales,0.0001,Zancudomyces_culisetae,0,,
OTU_1053,Fungi,0.19,Neocallimastigomycota,0.019,Neocallimastigomycetes,0.0019,Neocallimastigales,0.0002,Neocallimastigaceae,0,Orpinomyces_sp._C1A,0
OTU_1067,Fungi,0.58,Ascomycota,0.2958,Sordariomycetes,0.1361,Sordariales,0.0163,Cephalothecaceae,0.0016,Albertiniella,0.0001
OTU_1072,Fungi,0.35,Ascomycota,0.028,Sordariomycetes,0.002,Hypocreales,0.0001,Stereopsis_radicans,0,,
OTU_1073,Fungi,0.59,Basidiomycota,0.0944,Agaricomycetes,0.0113,s:uncultured_Boletaceae,0.0009,,,,
OTU_1074,Fungi,0.5,Incertae_Sedis,0.11,Incertae_Sedis,0.0286,Harpellales,0.0054,Zancudomyces_culisetae,0.0005,,
OTU_1065,Fungi,1,Incertae_Sedis,1,Incertae_Sedis,1,Mortierellales,0.95,uncultured_Eimeriidae,0.418,,
OTU_1079,Fungi,0.7,Ascomycota,0.413,Dothideomycetes,0.1611,Capnodiales,0.0596,Teratosphaeriaceae,0.006,Parapenidiella,0.0005
OTU_1080,Fungi,0.76,Ascomycota,0.5548,Dothideomycetes,0.2774,Capnodiales,0.1276,Teratosphaeriaceae,0.0332,Parapenidiella,0.008
OTU_1077,Fungi,1,Basidiomycota,1,Pucciniomycetes,0.6,Platygloeales,0.36,Platygloeaceae,0.216,Helicogloea,0.1296
OTU_1082,Fungi,0.6,Ascomycota,0.174,Sordariomycetes,0.0122,Hypocreales,0.0009,Stereopsis_radicans,0.0001,,
OTU_1085,Fungi,0.27,Ascomycota,0.054,Saccharomycetes,0.0049,Saccharomycetales,0.0004,Wickerhamomyceteae,0,Wickerhamomyces,0
OTU_1086,Fungi,0.56,Ascomycota,0.2296,Pezizomycetes,0.039,Pezizales,0.0066,Incertae_Sedis,0.0014,Cephaliophora,0.0001
OTU_1088,Fungi,0.82,Ascomycota,0.5166,Sordariomycetes,0.3203,Hypocreales,0.1954,Stereopsis_radicans,0.1192,,
OTU_1089,Fungi,0.54,Incertae_Sedis,0.0972,Incertae_Sedis,0.0224,Harpellales,0.0016,Harpellomyces_sp._PA-3-1d,0,,
OTU_1092,Fungi,0.6,Ascomycota,0.246,Lecanoromycetes,0.0197,Lecanorales,0.0016,Hypogymnia_physodes,0.0001,,
OTU_1096,Fungi,0.32,Ascomycota,0.0512,Schizosaccharomycetes,0.0026,Schizosaccharomycetales,0.0001,Schizosaccharomycetaceae,0,Schizosaccharomyces,0
OTU_1103,Fungi,0.44,Ascomycota,0.0528,Sordariomycetes,0.0021,Hypocreales,0.0001,Stereopsis_radicans,0,,
OTU_1106,Fungi,0.95,Ascomycota,0.8835,Eurotiomycetes,0.7156,Chaetothyriales,0.3721,Herpotrichiellaceae,0.134,Cladophialophora,0.0389
OTU_1101,Fungi,0.91,Chytridiomycota,0.6552,Incertae_Sedis,0.4717,Chytridiomycetes,0.3397,Chytridiales,0.2208,f:Chytridiaceae,0.1413
OTU_1109,Fungi,0.6,Ascomycota,0.354,Sordariomycetes,0.1982,Hypocreales,0.0654,Hypocreales_sp._GMG_PPb3,0.0059,,
OTU_1110,Fungi,0.58,Ascomycota,0.2378,Saccharomycetes,0.0499,Saccharomycetales,0.0105,Incertae_Sedis,0.0013,Candida,0.0001
OTU_1113,Fungi,0.47,Incertae_Sedis,0.0846,Incertae_Sedis,0.0169,Harpellales,0.0027,Zancudomyces_culisetae,0.0003,,
OTU_1115,Fungi,0.52,Ascomycota,0.1612,Eurotiomycetes,0.0097,Chaetothyriales,0.0005,Lasallia_pustulata,0,,
OTU_1117,Fungi,0.42,Glomeromycota,0.0252,Glomeromycetes,0.0015,Glomerales,0.0001,Glomeraceae,0,Funneliformis,0
OTU_1119,Fungi,0.54,Ascomycota,0.1404,Lecanoromycetes,0.0084,Lecanorales,0.0005,Parmeliaceae,0,Punctelia,0
OTU_1120,Fungi,0.4,Basidiomycota,0.104,Pucciniomycetes,0.0114,Platygloeales,0.0011,Platygloeaceae,0.0001,Naohidea,0
OTU_1121,Fungi,0.43,Entomophthoromycota,0.0516,Incertae_Sedis,0.0077,Entomophthorales,0.0009,Ancylistaceae,0.0001,Conidiobolus,0
OTU_1122,Fungi,0.73,Ascomycota,0.4745,Dothideomycetes,0.223,Capnodiales,0.0892,Teratosphaeriaceae,0.0196,Parapenidiella,0.0039
OTU_1123,Fungi,0.6,Incertae_Sedis,0.108,Incertae_Sedis,0.0238,Harpellales,0.0038,Legeriomycetaceae,0.0005,Smittium,0.0001
OTU_1127,Fungi,0.74,Ascomycota,0.3848,Dothideomycetes,0.1462,Incertae_Sedis,0.0219,Incertae_Sedis,0.0039,Cryomyces,0.0004
OTU_1131,Fungi,0.5,Basidiomycota,0.11,Microbotryomycetes,0.011,Sporidiobolales,0.0007,Sporidiobolaceae,0,Sporidiobolus,0
OTU_1130,Fungi,0.34,Ascomycota,0.0612,Sordariomycetes,0.0037,Hypocreales,0.0001,Stereopsis_radicans,0,,
OTU_1134,Fungi,0.53,Cryptomycota,0.0318,uncultured_eukaryote,0.0025,,,,,d:Eukaryota,
OTU_1135,Fungi,0.45,Ascomycota,0.171,Archaeorhizomycetes,0.0068,Archaeorhizomycetales,0.0003,Archaeorhizomycetaceae,0,Archaeorhizomyces,0
OTU_1138,Fungi,0.41,Basidiomycota,0.0779,Tremellomycetes,0.007,Filobasidiales,0.0003,Filobasidiaceae,0,uncultured_Tremellomycetes,0
OTU_1139,Fungi,0.47,Ascomycota,0.1128,Lecanoromycetes,0.0158,Lecanorales,0.0022,Cladoniaceae,0.0002,Pilophorus,0
OTU_1143,Fungi,0.33,Entomophthoromycota,0.033,Incertae_Sedis,0.0046,Entomophthorales,0.0005,Ancylistaceae,0,Conidiobolus,0
OTU_1142,Fungi,0.65,Ascomycota,0.26,Pezizomycetes,0.0312,Pezizales,0.0037,Pyronemataceae,0.0001,Psilopezia,0
OTU_1144,Fungi,0.6,Ascomycota,0.306,Sordariomycetes,0.1499,Hypocreales,0.0345,Ophiocordycipitaceae,0.0031,Ophiocordyceps,0.0003
OTU_1136,Fungi,1,Ascomycota,1,Eurotiomycetes,0.98,Chaetothyriales,0.9604,Herpotrichiellaceae,0.6339,Capronia,0.2535
OTU_1151,Fungi,0.68,Basidiomycota,0.1496,Tremellomycetes,0.018,Tremellales,0.0022,Tremellaceae,0.0002,Dioszegia,0
OTU_1150,Fungi,0.51,Ascomycota,0.1275,Pezizomycetes,0.0064,Pezizales,0.0003,Pezizaceae,0,Peziza,0
OTU_1159,Fungi,0.76,Ascomycota,0.5244,Sordariomycetes,0.3513,Hypocreales,0.2354,Stereopsis_radicans,0.1577,,
OTU_1161,Fungi,0.63,Ascomycota,0.3906,Sordariomycetes,0.2226,Sordariales,0.0423,Coniochaetaceae,0.0042,Coniochaeta,0.0004
OTU_1158,Fungi,0.38,Basidiomycota,0.0418,Agaricomycetes,0.0021,Boletales,0.0001,Boletaceae,0,Porphyrellus,0
OTU_1160,Fungi,0.33,Incertae_Sedis,0.0429,Incertae_Sedis,0.0047,Harpellales,0.0005,Zancudomyces_culisetae,0,,
OTU_1155,Fungi,0.51,Ascomycota,0.2601,Dothideomycetes,0.1196,Pleosporales,0.055,Melanommataceae,0.0176,Bimuria,0.0056
OTU_1164,Fungi,1,Basidiomycota,1,Agaricostilbomycetes,0.77,Agaricostilbales,0.5929,Agaricostilbaceae,0.421,Bensingtonia,0.2399
OTU_1165,Fungi,0.46,Chytridiomycota,0.115,Incertae_Sedis,0.0426,Chytridiomycetes,0.0106,Chytridiales,0.002,uncultured_Chytridiomycota,0.0002
OTU_1168,Fungi,0.68,Ascomycota,0.4216,Sordariomycetes,0.2487,Microascales,0.0323,Corollospora_maritima,0.0029,,
OTU_1170,Fungi,0.87,Ascomycota,0.6612,Leotiomycetes,0.1785,Helotiales,0.0482,Chaetomella_sp._BBA70074,0.0053,,
OTU_1171,Fungi,0.67,Basidiomycota,0.1273,Agaricomycetes,0.0153,Agaricales,0.0012,Marasmiaceae,0.0001,Hydropus,0
OTU_1172,Fungi,0.69,Ascomycota,0.4416,Sordariomycetes,0.2782,Spathulosporales,0.0334,Spathulosporaceae,0.004,Spathulospora,0.0005
OTU_1179,Fungi,0.96,Ascomycota,0.8544,Leotiomycetes,0.2051,Rhytismatales,0.0369,Rhytismataceae,0.0066,Naemacyclus,0.0012
OTU_1181,Fungi,0.86,Ascomycota,0.7052,Eurotiomycetes,0.4302,Pyrenulales,0.086,Pyrenulaceae,0.0172,Pyrgillus,0.0034
OTU_1192,Fungi,0.51,Basidiomycota,0.102,Agaricomycetes,0.0133,Auriculariales,0.0009,Incertae_Sedis,0.0001,Pseudohydnum,0
OTU_1194,Fungi,0.51,Incertae_Sedis,0.0357,Incertae_Sedis,0.0029,Harpellales,0.0002,Legeriomycetaceae,0,Smittium,0
OTU_1199,Fungi,0.54,Ascomycota,0.243,Leotiomycetes,0.0316,Erysiphales,0.0035,Erysiphaceae,0.0003,Erysiphe,0
OTU_1200,Fungi,0.43,Basidiomycota,0.1333,Tremellomycetes,0.0253,Tremellales,0.0048,Cuniculitremaceae,0.0005,Fellomyces,0
OTU_1202,Fungi,0.56,Ascomycota,0.2856,Sordariomycetes,0.1399,Hypocreales,0.035,Stachybotrys_chartarum,0.0028,,
OTU_1201,Fungi,0.53,Ascomycota,0.106,Sordariomycetes,0.0085,Hypocreales,0.0007,Stereopsis_radicans,0.0001,,
OTU_1209,Fungi,0.61,Ascomycota,0.3721,Sordariomycetes,0.2195,Hypocreales,0.0966,Nectriaceae,0.0145,Fusarium,0.0019
OTU_1205,Fungi,1,Ascomycota,1,Lecanoromycetes,0.29,Lecanorales,0.0667,Physciaceae,0.0133,Anaptychia,0.0024
OTU_1212,Fungi,0.75,Ascomycota,0.495,Sordariomycetes,0.2871,Hypocreales,0.0746,Incertae_Sedis,0.0149,Acremonium,0.0015
OTU_1211,Fungi,0.62,Ascomycota,0.3348,Dothideomycetes,0.0971,Capnodiales,0.0282,Teratosphaeriaceae,0.0048,Parapenidiella,0.0005
OTU_1213,Fungi,0.65,Ascomycota,0.4095,Sordariomycetes,0.2498,Xylariales,0.0425,Xylaria_sp._JS573,0.0055,,
OTU_1214,Fungi,0.46,Neocallimastigomycota,0.0368,Neocallimastigomycetes,0.0029,Neocallimastigales,0.0002,Neocallimastigaceae,0,Orpinomyces_sp._C1A,0
