OTUID,Kingdom,conf,Phylum,conf,Class,conf,Order,conf,Family,conf,Genus,conf
OTU_394,Fungi,0.96,Basidiomycota,0.8352,Agaricomycetes,0.5262,Boletales,0.0737,Hygrophoropsidaceae,0.0081,,
OTU_404,Fungi,0.4,Ascomycota,0.068,Sordariomycetes,0.0041,Hypocreales,0.0002,Stereopsis_radicans,0,Orpinomyces_sp._C1A,0
OTU_407,Fungi,0.42,Entomophthoromycota,0.021,Incertae_Sedis,0.0021,Entomophthorales,0.0001,Entomophthoraceae,0,,
OTU_406,Fungi,0.45,Ascomycota,0.117,Sordariomycetes,0.007,Hypocreales,0.0004,Stereopsis_radicans,0,Parapenidiella,0.0021
OTU_409,Fungi,0.47,Neocallimastigomycota,0.0376,Neocallimastigomycetes,0.003,Neocallimastigales,0.0002,Neocallimastigaceae,0,Erysiphe,0.0001
OTU_411,Fungi,0.41,Ascomycota,0.0738,Sordariomycetes,0.0037,Hypocreales,0.0002,Stereopsis_radicans,0,Parapenidiella,0.001
OTU_414,Fungi,0.81,Ascomycota,0.5994,Dothideomycetes,0.2577,Capnodiales,0.0902,Teratosphaeriaceae,0.0171,,
OTU_416,Fungi,0.65,Ascomycota,0.3315,Leotiomycetes,0.0564,Erysiphales,0.0085,Erysiphaceae,0.0011,,
OTU_420,Fungi,0.79,Ascomycota,0.5056,Dothideomycetes,0.2275,Capnodiales,0.091,Teratosphaeriaceae,0.0109,,
OTU_422,Fungi,0.51,Incertae_Sedis,0.102,Incertae_Sedis,0.0255,Harpellales,0.0043,Zancudomyces_culisetae,0.0004,Pithya,0
OTU_405,Fungi,0.82,Basidiomycota,0.0738,Agaricomycetes,0.0037,uncultured_Boletaceae,0.0002,,,,
OTU_423,Fungi,0.46,Ascomycota,0.1196,Sordariomycetes,0.0132,Hypocreales,0.0013,Stereopsis_radicans,0.0001,Metschnikowia,0
OTU_428,Fungi,0.35,Ascomycota,0.0805,Pezizomycetes,0.0048,Pezizales,0.0003,Sarcoscyphaceae,0,,
OTU_430,Fungi,1,Glomeromycota,1,Glomeromycetes,1,Glomerales,1,uncultured_mycorrhizal_fungus,0.47,,
OTU_435,Fungi,0.33,Ascomycota,0.0759,Saccharomycetes,0.0159,Saccharomycetales,0.0033,Metschnikowiaceae,0.0004,,
OTU_426,Fungi,1,Ascomycota,0.99,Eurotiomycetes,0.6435,Chaetothyriales,0.3475,uncultured_fungus,0.0799,Rhodosporidium,0.0001
OTU_436,Fungi,0.54,Basidiomycota,0.0918,Agaricomycetes,0.011,Coriolopsis_gallica,0.0006,,,Pseudohydnum,0
OTU_438,Fungi,0.54,Basidiomycota,0.135,Pucciniomycetes,0.0095,Pucciniales,0.0007,Melampsora_larici-populina_98AG31,0,Sporidiobolus,0
OTU_439,Fungi,0.5,Basidiomycota,0.16,Microbotryomycetes,0.024,Sporidiobolales,0.0031,Incertae_Sedis,0.0007,,
OTU_442,Fungi,0.6,Basidiomycota,0.15,Agaricomycetes,0.018,Auriculariales,0.0009,Incertae_Sedis,0.0002,,
OTU_431,Fungi,0.43,Basidiomycota,0.086,Microbotryomycetes,0.0086,Sporidiobolales,0.0007,Sporidiobolaceae,0,Protomyces,0
OTU_444,Fungi,0.4,Ascomycota,0.096,Sordariomycetes,0.0096,Hypocreales,0.001,Stereopsis_radicans,0.0001,,
OTU_446,Fungi,0.31,Ascomycota,0.0434,Lecanoromycetes,0.003,Lecanorales,0.0002,Hypogymnia_physodes,0,Orpinomyces_sp._C1A,0
OTU_452,Fungi,0.54,Ascomycota,0.1296,Taphrinomycetes,0.0091,Taphrinales,0.0006,Protomycetaceae,0,Diatrypasimilis,0.0002
OTU_451,Fungi,0.53,Ascomycota,0.2226,Sordariomycetes,0.0646,Hypocreales,0.0187,Stereopsis_radicans,0.0054,Naohidea,0
OTU_453,Fungi,0.43,Neocallimastigomycota,0.0473,Neocallimastigomycetes,0.0052,Neocallimastigales,0.0006,Neocallimastigaceae,0.0001,uncultured_Ascomycota,0.0063
OTU_456,Fungi,0.54,Ascomycota,0.243,Sordariomycetes,0.1045,Xylariales,0.0146,Incertae_Sedis,0.0029,Schizosaccharomyces,0
OTU_457,Fungi,0.44,Basidiomycota,0.1232,Pucciniomycetes,0.0136,Platygloeales,0.0014,Platygloeaceae,0.0001,,
OTU_448,Fungi,1,Ascomycota,0.9,Dothideomycetes,0.495,Jahnulales,0.1139,Aliquandostipitaceae,0.0262,Candida,0
OTU_459,Fungi,0.44,Ascomycota,0.1056,Schizosaccharomycetes,0.0095,Schizosaccharomycetales,0.0009,Schizosaccharomycetaceae,0.0001,Peziza,0.0001
OTU_461,Fungi,0.39,Basidiomycota,0.1014,Pucciniomycetes,0.0081,Pucciniales,0.0006,Melampsora_larici-populina_98AG31,0,Amphisphaeria,0
OTU_460,Fungi,0.37,Ascomycota,0.0814,Saccharomycetes,0.0049,Saccharomycetales,0.0003,Incertae_Sedis,0,Dioszegia,0.0002
OTU_462,Fungi,0.47,Ascomycota,0.1222,Pezizomycetes,0.0208,Pezizales,0.0035,Pezizaceae,0.0005,,
OTU_464,Fungi,0.52,Ascomycota,0.1976,Sordariomycetes,0.0514,Xylariales,0.0026,Amphisphaeriaceae,0.0001,,
OTU_463,Fungi,0.53,Basidiomycota,0.1908,Tremellomycetes,0.0572,Tremellales,0.0172,Tremellaceae,0.0033,Sarocladium,0.0018
OTU_465,Fungi,0.52,Ascomycota,0.1352,Sordariomycetes,0.0162,Hypocreales,0.0019,Stereopsis_radicans,0.0002,Sclerotinia,0
OTU_467,Fungi,0.6,Basidiomycota,0.234,Agaricomycetes,0.0889,uncultured_Eimeriidae,0.0124,,,,
OTU_473,Fungi,0.64,Ascomycota,0.352,Sordariomycetes,0.1901,Hypocreales,0.0703,Incertae_Sedis,0.0183,,
OTU_472,Fungi,0.5,Ascomycota,0.125,Leotiomycetes,0.0163,Helotiales,0.0021,Sclerotiniaceae,0.0002,d:Eukaryota,
OTU_475,Fungi,0.64,Ascomycota,0.3136,Leotiomycetes,0.0376,Helotiales,0.0045,Chaetomella_sp._BBA70074,0.0003,Microidium,0.0002
OTU_471,Fungi,0.5,Ascomycota,0.07,Sordariomycetes,0.0042,Hypocreales,0.0003,Stereopsis_radicans,0,Mycosphaerella,0.0001
OTU_477,Fungi,0.52,Ascomycota,0.1872,Pneumocystis_jirovecii_RU7,0.0094,,,,,Pithya,0
OTU_478,Fungi,0.63,Ascomycota,0.2961,Leotiomycetes,0.0592,Erysiphales,0.0089,Erysiphaceae,0.0013,,
OTU_480,Fungi,0.5,Ascomycota,0.225,Dothideomycetes,0.0495,Capnodiales,0.0094,Mycosphaerellaceae,0.001,,
OTU_485,Fungi,0.5,Ascomycota,0.15,Pezizomycetes,0.012,Pezizales,0.001,Sarcoscyphaceae,0,Platygloea,0
OTU_486,Fungi,0.34,Incertae_Sedis,0.0544,Incertae_Sedis,0.0092,Harpellales,0.0012,Zancudomyces_culisetae,0.0001,,
OTU_488,Fungi,0.76,Glomeromycota,0.0608,Glomeromycetes,0.0049,Glomerales,0.0004,uncultured_mycorrhizal_fungus,0,Tuber,0
OTU_489,Fungi,0.52,Basidiomycota,0.0728,Pucciniomycetes,0.008,Platygloeales,0.0009,Platygloeaceae,0.0001,Smittium,0
OTU_490,Fungi,0.55,Ascomycota,0.1815,Eurotiomycetes,0.0109,Chaetothyriales,0.0005,Lasallia_pustulata,0,,
OTU_474,Fungi,0.39,Ascomycota,0.1287,Pezizomycetes,0.018,Pezizales,0.0025,Tuberaceae,0.0001,uncultured_Tremellomycetes,0
OTU_493,Fungi,0.38,Incertae_Sedis,0.0608,Incertae_Sedis,0.0109,Harpellales,0.0013,Legeriomycetaceae,0.0001,,
OTU_495,Fungi,0.5,Ascomycota,0.145,Sordariomycetes,0.0102,Hypocreales,0.0007,Stachybotrys_sp._XW2005a,0,,
OTU_502,Fungi,0.5,Basidiomycota,0.135,Tremellomycetes,0.0122,Filobasidiales,0.0006,Filobasidiaceae,0,Camarophyllopsis,0
OTU_503,Fungi,0.46,Ascomycota,0.1886,Dothideomycetes,0.0396,Capnodiales,0.0083,Capnobotryella_sp._MA_3612,0.0004,,
OTU_498,Fungi,1,Glomeromycota,1,Glomeromycetes,1,Glomerales,1,uncultured_Glomus,0.41,,
OTU_506,Fungi,0.65,Basidiomycota,0.1625,Agaricomycetes,0.0211,Agaricales,0.0015,Tricholomataceae,0.0001,Passalora,0
OTU_508,Fungi,0.32,Ascomycota,0.0544,Sordariomycetes,0.0044,Hypocreales,0.0003,Stereopsis_radicans,0,Orphella,0
OTU_497,Fungi,0.6,Incertae_Sedis,0.36,Incertae_Sedis,0.216,Mortierellales,0.1296,uncultured_Eimeriidae,0.048,,
OTU_509,Fungi,0.54,Ascomycota,0.2214,Dothideomycetes,0.0332,Capnodiales,0.0046,Mycosphaerellaceae,0.0003,Cryomyces,0.0007
OTU_511,Fungi,0.56,Incertae_Sedis,0.084,Incertae_Sedis,0.0185,Harpellales,0.0026,Legeriomycetaceae,0.0004,Funneliformis,0
OTU_514,Fungi,0.7,Ascomycota,0.434,Sordariomycetes,0.2561,Xylariales,0.0179,Xylaria_sp._JS573,0.0011,,
OTU_501,Fungi,0.79,Ascomycota,0.5135,Dothideomycetes,0.2311,Incertae_Sedis,0.03,Incertae_Sedis,0.0066,,
OTU_515,Fungi,0.59,Glomeromycota,0.0295,Glomeromycetes,0.0015,Glomerales,0.0001,Glomeraceae,0,,
